NameID,Vertical,Industry,EmployeeQuantityGrowthRate,SalesTurnoverGrowthRate,PriorYearEmployees,PriorYearRevenue,SalesVolume,SmallBusiness

53638,Consulting / Other Professional Services,Professional Services,0,0.05,3,262831.85,275973.44,Y
53652,Media,Media & Content,0,0,2,131415.93,131415.93,Y
53879,Colo/Hosting,Data Center & Cloud Services,0,0,3,157699.11,157699.11,Y
53881,Finance,Finance,2.75,7.964042,4,525663.7,4712071.78,Y
54292,Regional Carrier/ISP,Telecommunications,0,0.737861,22,2496902.59,4339268.46,Y
54306,Regional Carrier/ISP,Telecommunications,0,0,13,919911.48,919911.48,Y
54409,Internet Content & Software,Media & Content,0,0,1,77535.4,77535.4,Y
54456,Regional Carrier/ISP,Telecommunications,0,0,1,236548.67,236548.67,N
54795,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,959760.73,N
54814,Consulting / Other Professional Services,Professional Services,0.045455,-0.067055,220,49675220.03,46344232.38,N
54979,Finance,Finance,0,0.121128,1460,157961943.1,177095551.2,N
54995,Engineering,Professional Services,0,0.435553,25,2891150.37,4150398.8,N
54996,Legal,Professional Services,0,0.4883,100,15638495.19,23274769.77,N
55135,Retail,Other Enterprise,0,0.133333,2,197123.89,223407.07,Y
55221,Internet Content & Software,Media & Content,0,0,4,341681.41,341681.41,Y
55287,Cable & Satellite,CATV/Satellite,0,1.180365,700,59005750.77,128654048.2,Y
55355,Internet Content & Software,Media & Content,0,0.284062,29,4205309.63,5399877.77,Y
55448,Healthcare,Healthcare,-0.25,0,52,8909999.78,8909999.78,Y
55492,Finance,Finance,0,0,0,  $-   ,2007730.46,N
55647,Media,Media & Content,0,0,1,76221.24,76221.24,Y
55732,Consulting / Other Professional Services,Professional Services,0,0.038462,6,341681.41,354823,Y
55784,Higher Education,Research & Education,0,0,7000,  $-   ,283772249.1,N
55794,Internet Content & Software,Media & Content,0,1.494938,100,11696017.41,29180843.29,Y
55853,K-12 Education,Research & Education,0,0,289,32955333.4,32955333.4,N
55873,Reseller,Telecommunications,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56160,Manufacturing,Energy & Manufacturing,0,0.631083,70,20500884.46,33438635.18,N
56447,Consulting / Other Professional Services,Professional Services,0.675026,0.25202,1954,808598250.2,1012380984,N
56449,Cloud Service Provider,Data Center & Cloud Services,0,0,0,  $-   ,110643.01,N
56554,Finance,Finance,0,0,0,  $-   ,  $-   ,N
56565,Pharmaceuticals,Healthcare,0,0.409473,20,2891150.37,4074998.91,N
56962,Media,Media & Content,0,0.025,25,5256637.04,5388052.97,Y
57240,Media,Media & Content,0,-0.337129,118,16164158.9,10714755.72,N
57357,Engineering,Professional Services,0,0.934222,42,15112831.49,29231572.46,Y
57387,Colo/Hosting,Data Center & Cloud Services,0,0,2,131415.93,131415.93,Y
57578,State/Local Government,Government,0,0,0,  $-   ,  $-   ,N
57779,Internet Content & Software,Media & Content,0,0.041096,1,95933.63,99876.1,Y
58037,Internet Content & Software,Media & Content,4.142857,7.026171,7,1103893.78,8860040.7,Y
58220,Healthcare,Healthcare,0,0.023412,127724,76116104339,77898104296,0
58295,Healthcare,Healthcare,0,0,0,  $-   ,6805829.74,N
58472,Regional Carrier/ISP,Telecommunications,0,0,0,  $-   ,302256.63,Y
58489,Regional Carrier/ISP,Telecommunications,0,0.013514,10,972477.85,985619.45,Y
58601,Regional Carrier/ISP,Telecommunications,0,1.822334,9,814778.74,2299577.64,Y
58928,Consulting / Other Professional Services,Professional Services,0,0.075269,15,1222168.11,1314159.26,Y
59153,Consulting / Other Professional Services,Professional Services,0,0.374311,32,4468141.48,6140618.09,Y
59286,Non-Healthcare Insurance,Other Enterprise,0,0.050323,3400,3012027110,3163600232,N
59289,Consulting / Other Professional Services,Professional Services,0,0.03125,4,420530.96,433672.56,Y
59421,Engineering,Professional Services,0,0,0,  $-   ,  $-   ,N
59478,Regional Carrier/ISP,Telecommunications,0,1.531216,300,30488494.83,77172973.56,Y
59685,Media,Media & Content,0,0,2,157699.11,157699.11,Y
59871,Real Estate / Construction,Other Enterprise,0,0,1,69650.44,69650.44,Y
59909,Internet Content & Software,Media & Content,0,0,0,  $-   ,  $-   ,N
60029,Regional Carrier/ISP,Telecommunications,0,0,3,275973.44,275973.44,Y
60165,Reseller,Telecommunications,0,-0.011628,7,1130176.96,1117035.37,Y
60224,Finance,Finance,0,0.349852,130,29305751.5,39558414.66,N
60414,Retail,Other Enterprise,3,4.048571,3,183982.3,928847.76,Y
60436,Internet Content & Software,Media & Content,0,0.015625,10,841061.93,854203.52,Y
60437,Internet Content & Software,Media & Content,0,0,3,183982.3,183982.3,N
60443,Retail,Other Enterprise,0,0,30,10963788.9,10963788.9,N
60483,Cloud Service Provider,Data Center & Cloud Services,0,0,1,93305.31,93305.31,Y
60843,Higher Education,Research & Education,0,0,0,  $-   ,252792.99,N
61023,Media,Media & Content,0.021659,0.231241,6002,1348508755,1660339035,N
61037,Research,Research & Education,0,0,90,  $-   ,46526850.58,N
61112,Consulting / Other Professional Services,Professional Services,-0.5,1.702703,40,4862389.26,13141592.6,N
61129,Internet Content & Software,Media & Content,0,0,5,407389.37,407389.37,Y
61470,Media,Media & Content,0,0,0,  $-   ,  $-   ,0
61518,K-12 Education,Research & Education,0.822917,1.620055,96,10038883.61,26302428.43,N
61621,Internet Content & Software,Media & Content,0,0.95884,10,1314159.26,2574227.72,Y
61781,Healthcare,Healthcare,0,0.009066,150,15769911.12,15912887.71,N
61847,Utilities,Energy & Manufacturing,0,1.992813,8300,1279334040,3828807818,N
61928,Health Insurance,Healthcare,0.046351,0.267316,7659,14526378721,18409513011,N
61973,Consulting / Other Professional Services,Professional Services,0,1.917286,42,7096460,20702404.21,Y
62577,Federal Government,Government,0,-0.018687,1400,166372562.3,163263516.5,N
62722,Finance,Finance,0,0,2,131415.93,131415.93,Y
62833,Finance,Finance,0,0.983618,4,446814.15,886308.43,N
63011,Consulting / Other Professional Services,Professional Services,0,0,2,144557.52,144557.52,Y
63093,Retail,Other Enterprise,0,0,1,74907.08,74907.08,Y
63162,Colo/Hosting,Data Center & Cloud Services,0,0.090909,1,144557.52,157699.11,Y
63250,Healthcare,Healthcare,0,-0.132791,1329,91859732.27,79661629.8,N
63268,Colo/Hosting,Data Center & Cloud Services,0,-0.071143,1,159985.75,157699.11,0
63366,Consulting / Other Professional Services,Professional Services,0,0,3,302256.63,302256.63,Y
63436,Internet Content & Software,Media & Content,0,1.134787,11,933053.07,1991869.88,Y
63475,Regional Carrier/ISP,Telecommunications,0,0.028571,10,919911.48,946194.67,Y
63503,Consulting / Other Professional Services,Professional Services,0,0,2,183982.3,183982.3,Y
63698,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,1343734.41,N
63791,Internet Content & Software,Media & Content,0,0,300,39996437.08,39424777.8,0
64115,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,  $-   ,N
64127,Internet Content & Software,Media & Content,0,0,0,  $-   ,244595.26,N
64135,Engineering,Professional Services,0,0.815765,1310,166241146.4,301854832.2,N
64275,,,0,0,3,900199.09,900199.09,Y
64487,Internet Content & Software,Media & Content,0,1.072904,61,8410619.26,17434408.15,Y
64515,Consulting / Other Professional Services,Professional Services,0,0,5,512522.11,512522.11,Y
64620,Regional Carrier/ISP,Telecommunications,0,0.462671,45,11433185.56,16722985.41,Y
64882,Regional Carrier/ISP,Telecommunications,0,1.708766,100,18529645.57,50192478.37,Y
64940,Consulting / Other Professional Services,Professional Services,0,0.649873,30,4336725.56,7155046.54,Y
65212,Finance,Finance,0,4.206161,509,76352653.01,397504200.3,N
65300,Colo/Hosting,Data Center & Cloud Services,0,0.031915,2,123530.97,127473.45,Y
65332,Finance,Finance,0,0.010753,8,1222168.11,1235309.7,Y
65383,Finance,Finance,0,0,30,5125221.11,5125221.11,Y
65738,Media,Media & Content,0,0,5,617654.85,617654.85,Y
65817,Internet Content & Software,Media & Content,0,0,0,  $-   ,  $-   ,0
66142,Regional Carrier/ISP,Telecommunications,0,1.7944,41,5388052.97,15056372.58,Y
66194,State/Local Government,Government,0,0.245863,90,17346902.23,21611868.12,Y
66281,Consulting / Other Professional Services,Professional Services,0,0.090909,10,1445575.19,1576991.11,Y
66476,Research,Research & Education,-0.105,0.074266,20000,24543238340,26365977233,N
66609,Reseller,Telecommunications,0,0.642244,24,2759734.45,4532158.12,Y
66825,Healthcare,Healthcare,0,-0.299544,100,10513274.08,7364081.97,Y
67015,Transportation,Other Enterprise,0,-0.654522,25000,6359085243,2196925387,N
67036,Retail,Other Enterprise,0,1.040694,50,5913716.67,12068086.13,Y
67078,Healthcare,Healthcare,0,0,9877,2476434564,2476434564,N
67183,Finance,Finance,0,0.630206,2847,282018577.2,459748352.2,N
67184,Healthcare,Healthcare,0,0.120554,800,104737369.4,117363922,N
67207,Regional Carrier/ISP,Telecommunications,0,0.042553,6,617654.85,643938.04,Y
67210,Finance,Finance,1,0.85,2,262831.85,486238.93,Y
67313,Regional Carrier/ISP,Telecommunications,0,0,1,  $-   ,54559.95,N
67373,Retail,Other Enterprise,0,0,226,69650440.78,69650440.78,N
67438,Colo/Hosting,Data Center & Cloud Services,0,-0.021136,42,6570796.3,6431917.26,Y
67439,Consulting / Other Professional Services,Professional Services,0,1.672307,12,2102654.82,5618938.92,Y
67538,Media,Media & Content,0,2.679157,33,2628318.52,9669996.48,Y
67669,K-12 Education,Research & Education,0,0.922067,130,12878760.75,24753838.93,N
67683,Consulting / Other Professional Services,Professional Services,0,0,290,52566370.4,52566370.4,N
67734,Consulting / Other Professional Services,Professional Services,0,0,12,6570796.3,6570796.3,Y
67745,Legal,Professional Services,0,0.506729,40,6045132.6,9108374.75,Y
67857,Engineering,Professional Services,0,0,2,328539.82,328539.82,Y
68147,Wireless,Telecommunications,0,0,21,3416814.08,3416814.08,Y
68182,Internet Content & Software,Media & Content,0,0.955755,38,4205309.63,8224554.03,Y
68186,Telecommunications Equipment Provider,Other Enterprise,0,0.030303,2,86734.51,89362.83,Y
68268,Higher Education,Research & Education,0,0,0,  $-   ,  $-   ,N
68439,Real Estate / Construction,Other Enterprise,0,0,5,407389.37,407389.37,Y
68499,Internet Content & Software,Media & Content,0,-0.037736,8,696504.41,670221.22,Y
68641,Internet Content & Software,Media & Content,0,0,0,  $-   ,272554,N
68772,Transportation,Other Enterprise,0,0,0,  $-   ,  $-   ,N
69198,Regional Carrier/ISP,Telecommunications,0,0,0,  $-   ,170840.7,Y
69317,Higher Education,Research & Education,8,13.983519,2,210265.48,3150516.79,N
69427,Regional Carrier/ISP,Telecommunications,0,0.974849,42,8542035.19,16869229,Y
69559,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,1181257.02,Y
69592,Internet Content & Software,Media & Content,0,0.677476,3364,397007512.5,665970749.3,N
69632,Higher Education,Research & Education,0,0,650,  $-   ,306195820.9,N
69935,State/Local Government,Government,0,0.333333,2,197123.89,262831.85,Y
70105,Healthcare,Healthcare,0,-0.059285,10,3789338.8,3564687.22,N
70121,Internet Content & Software,Media & Content,-0.5,-0.462687,2,88048.67,47309.73,Y
70136,Colo/Hosting,Data Center & Cloud Services,0,0,0,  $-   ,  $-   ,N
70258,Colo/Hosting,Data Center & Cloud Services,0,0,2,102504.42,102504.42,Y
70287,Telecommunications Equipment Provider,Other Enterprise,0,0,5,657079.63,657079.63,Y
70476,Wireless,Telecommunications,0,-0.447117,316,440313002.5,243441432.1,Y
70520,VOIP/VSP,Telecommunications,0,0,0,  $-   ,105621.61,N
70578,Consulting / Other Professional Services,Professional Services,0,0.66942,33,5782300.74,9653089.82,Y
70716,Internet Content & Software,Media & Content,0,-0.222894,25,2496902.59,1940357.46,N
70936,State/Local Government,Government,0,1.278457,60,4862389.26,11078743.67,Y
71153,Regional Carrier/ISP,Telecommunications,0,0.019231,12,683362.82,696504.41,Y
71212,Healthcare,Healthcare,0.045795,0.845619,2271,133124333,245696814.6,N
71276,Internet Content & Software,Media & Content,0,0,1,  $-   ,  $-   ,Y
71552,,,0,1.720954,23,2891150.37,7866686.12,Y
71613,Telecommunications Equipment Provider,Other Enterprise,0,0,10,2299778.71,2299778.71,Y
71679,Regional Carrier/ISP,Telecommunications,0,1.412846,53,8936282.97,21561872.25,Y
71707,Internet Content & Software,Media & Content,0,0.095238,3,275973.44,302256.63,Y
71893,Wireless,Telecommunications,0,1.84467,50,8410619.26,23925434.99,Y
72027,Utilities,Energy & Manufacturing,0,-0.022867,80,65138366.95,63648834.45,N
72073,Internet Content & Software,Media & Content,0,-0.018519,8,709646,696504.41,Y
72086,Regional Carrier/ISP,Telecommunications,0,0.011111,9,1182743.33,1195884.93,Y
72192,Internet Content & Software,Media & Content,0,0,2,157699.11,157699.11,Y
72221,Real Estate / Construction,Other Enterprise,0,0,8,722787.59,722787.59,Y
72243,Internet Content & Software,Media & Content,0,0,6,1140690.24,1140690.24,Y
72333,Retail,Other Enterprise,0,0.616873,10,1195884.93,1933593.48,Y
72413,Higher Education,Research & Education,0,0,0,  $-   ,  $-   ,N
72451,Internet Content & Software,Media & Content,0,-0.064428,482,227918582.9,213234167.4,N
72535,Real Estate / Construction,Other Enterprise,0,4.583079,70,4599557.41,25679690.41,Y
72655,RLEC,Telecommunications,0,0,8,1314159.26,1314159.26,Y
72680,Regional Carrier/ISP,Telecommunications,0,0,28,828246.25,828246.25,Y
72746,Internet Content & Software,Media & Content,0.3,1.327631,50,7753539.63,18047381.97,N
72954,Consulting / Other Professional Services,Professional Services,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72992,Media,Media & Content,0,0,3,381106.19,381106.19,Y
73070,RLEC,Telecommunications,0,0.54335,35,7096460,7096460,Y
73071,Consulting / Other Professional Services,Professional Services,0,-0.058824,3,223407.07,210265.48,Y
73121,Wireless,Telecommunications,0,0,2,98561.94,98561.94,N
73195,Retail,Other Enterprise,0,0,3,236548.67,236548.67,Y
73334,Internet Content & Software,Media & Content,0,0,0,  $-   ,  $-   ,0
73402,Research,Research & Education,0,0,930,  $-   ,62750350.34,N
73562,Real Estate / Construction,Other Enterprise,0,0,0,  $-   ,  $-   ,N
73642,State/Local Government,Government,0,0.773513,1400,173863270.1,308348723.9,N
73933,Retail,Other Enterprise,0,0,0,  $-   ,281042.16,Y
73978,Transportation,Other Enterprise,0.058824,0.034192,28900,8435962825,8724406327,N
74047,Regional Carrier/ISP,Telecommunications,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
74148,Regional Carrier/ISP,Telecommunications,0,0,0,  $-   ,  $-   ,N
74155,Colo/Hosting,Data Center & Cloud Services,0,0,15,  $-   ,2588318.14,Y
74214,Finance,Finance,0,0.507678,1000,48361060.77,72912921.31,N
74684,Finance,Finance,0,0.370704,15,2628318.52,3602645.39,Y
74741,Regional Carrier/ISP,Telecommunications,0,3.089966,9,1182743.33,4837379.5,Y
74742,Healthcare,Healthcare,0,9.870429,380,4829681.15,52500704.49,N
75108,Consulting / Other Professional Services,Professional Services,0,0,200,59729852.53,59729852.53,Y
75200,Consulting / Other Professional Services,Professional Services,1.5,3.474305,28,1839822.96,8231929.09,Y
75210,Internet Content & Software,Media & Content,0,0.018868,1,69650.44,70964.6,Y
75274,Consulting / Other Professional Services,Professional Services,0,0,9,29756.51,29756.51,N
75328,Telecommunications Equipment Provider,Other Enterprise,0,1.65662,787,138380970.1,367625630.4,N
75333,Finance,Finance,0,0,18,3022566.3,3022566.3,Y
75340,Consulting / Other Professional Services,Professional Services,1.5,7.498174,6,407389.37,3462065.84,Y
75362,Media,Media & Content,0,-0.083333,4,315398.22,289115.04,Y
75494,Internet Content & Software,Media & Content,0,0,23,1162369.92,1162369.92,Y
75527,Consulting / Other Professional Services,Professional Services,0,13.759961,15,2365486.67,34914491.23,Y
75612,Internet Content & Software,Media & Content,0,0,5,420530.96,420530.96,Y
75637,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,648475.83,N
75695,Internet Content & Software,Media & Content,0,0,1,70964.6,70964.6,Y
75854,Manufacturing,Energy & Manufacturing,0,0.100344,98,22603539.27,24871665.14,N
76014,Real Estate / Construction,Other Enterprise,0,1.873978,60,10119026.3,29081863.44,Y
76154,Internet Content & Software,Media & Content,0,0.282918,250,73592918.56,94413683.84,N
76157,Internet Content & Software,Media & Content,0,0.75992,60,7359291.86,12951764.92,Y
76423,Internet Content & Software,Media & Content,0,0.0625,3,210265.48,223407.07,Y
76424,Internet Content & Software,Media & Content,0,0,2,144557.52,144557.52,Y
76672,Consulting / Other Professional Services,Professional Services,0,0,7,630796.44,630796.44,Y
76694,Regional Carrier/ISP,Telecommunications,0,0,2,197123.89,197123.89,Y
76995,Wireless,Telecommunications,0,1.981217,15,1301017.67,3878616.21,Y
77072,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,  $-   ,N
77231,Finance,Finance,0,0,4,315398.22,315398.22,Y
77255,Internet Content & Software,Media & Content,0,1.571739,65,10250442.23,26361461.78,Y
77294,Legal,Professional Services,0,0.240244,279,42447344.1,52645043.86,N
77380,Media,Media & Content,0,0.046875,5,841061.93,880486.7,Y
77467,Internet Content & Software,Media & Content,0,0.417976,25,2891150.37,4099581.58,Y
77505,Oil & Gas,Energy & Manufacturing,0,2.537367,45,6176548.52,21848717.73,Y
77574,Real Estate / Construction,Other Enterprise,0,0,1,157699.11,157699.11,Y
77591,Real Estate / Construction,Other Enterprise,0,1.900057,199,15507079.27,44971416.93,N
77720,Consulting / Other Professional Services,Professional Services,0,3.247234,34,3942477.78,16744626.99,Y
77872,Consulting / Other Professional Services,Professional Services,0,-1,3,170840.7,  $-   ,N
77944,Healthcare,Healthcare,0,1.981054,300,31671238.17,94413683.84,N
77953,Retail,Other Enterprise,0,0,3,821349.54,821349.54,Y
78013,Non-Healthcare Insurance,Other Enterprise,0,0.277968,181,15638495.19,19985493.53,N
78123,Finance,Finance,0,0,2,130101.77,130101.77,Y
78216,Consulting / Other Professional Services,Professional Services,0,0,140,20318601.37,20318601.37,Y
78270,Commercial Systems Integrator,Professional Services,0,0,0,  $-   ,  $-   ,N
78399,Regional Carrier/ISP,Telecommunications,3.875,7.370102,8,1077610.59,9019711.05,Y
78483,Utilities,Energy & Manufacturing,0,0.105798,4303,5938685696,6566985238,N
78609,Consulting / Other Professional Services,Professional Services,-0.011745,-0.197715,596,133918085.2,107440404.5,N
78610,Cable & Satellite,CATV/Satellite,0,-0.75435,50,14455751.86,3551055.44,Y
78619,Consulting / Other Professional Services,Professional Services,0,0.63578,53,8279203.34,13542957.86,Y
78809,Colo/Hosting,Data Center & Cloud Services,0,0,3,262831.85,262831.85,Y
78915,Reseller,Telecommunications,0,0.023256,2,113017.7,115646.01,Y
78947,Healthcare,Healthcare,0,0.435767,30,4205309.63,6037846.9,N
78959,Finance,Finance,0,0,3,1044756.61,1044756.61,Y
79051,Utilities,Energy & Manufacturing,0.216667,0.018461,300,147894530.4,150624872.3,N
79088,Colo/Hosting,Data Center & Cloud Services,0,0.026316,4,499380.52,512522.11,Y
79218,Consulting / Other Professional Services,Professional Services,-0.122862,-0.006774,1286,476108072.5,472883125.6,N
79266,K-12 Education,Research & Education,0,0,234,  $-   ,  $-   ,N
79312,Colo/Hosting,Data Center & Cloud Services,0,0,0,  $-   ,  $-   ,N
79345,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,  $-   ,0
79526,Internet Content & Software,Media & Content,0,0,1,170840.7,170840.7,Y
79898,Hospitality,Other Enterprise,0,2.38283,66,11170353.71,37787405.01,Y
79906,Internet Content & Software,Media & Content,0,4.548962,650,46126990.03,255956929,Y
79932,Internet Content & Software,Media & Content,0,0,8,762212.37,762212.37,Y
79948,Media,Media & Content,0,1.309389,65,7227875.93,16691973.88,N
79953,Reseller,Telecommunications,0,0.057143,3,466625.1,486238.93,0
80147,Media,Media & Content,0,-0.157895,3,249690.26,210265.48,Y
80327,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,  $-   ,0
80463,Manufacturing,Energy & Manufacturing,0,0.578561,17,3022566.3,4771304.88,N
80492,Internet Content & Software,Media & Content,0,0,0,  $-   ,7963100.73,Y
80548,Healthcare,Healthcare,0,0,65,4073893.71,4073893.71,Y
80581,Consulting / Other Professional Services,Professional Services,0.818182,7.500426,22,1971238.89,16756370.31,Y
80944,Regional Carrier/ISP,Telecommunications,0,0,0,  $-   ,  $-   ,N
81504,Regional Carrier/ISP,Telecommunications,0.2,0,25,3285398.15,3285398.15,Y
81647,VOIP/VSP,Telecommunications,0,0,1,69650.44,69650.44,Y
81677,Internet Content & Software,Media & Content,0,0.043478,3,302256.63,315398.22,Y
81711,State/Local Government,Government,0,0,0,  $-   ,  $-   ,N
81736,Wireless,Telecommunications,0,0,2,131415.93,131415.93,Y
81943,Healthcare,Healthcare,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82117,Internet Content & Software,Media & Content,0,-0.256123,21,3153982.22,2346173.78,N
82286,Internet Content & Software,Media & Content,0,1.864566,40,6965044.08,19951827.4,Y
82421,Consulting / Other Professional Services,Professional Services,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82668,Finance,Finance,0,0.034483,4,381106.19,394247.78,Y
82701,Regional Carrier/ISP,Telecommunications,0,0,8,959336.26,959336.26,Y
82827,High Frequency Trading,Finance,0,0,0,  $-   ,  $-   ,N
82891,Cable & Satellite,CATV/Satellite,0,1.878035,11,1445575.19,4160416.64,Y
82896,Internet Content & Software,Media & Content,0,0,10,1287876.07,1287876.07,Y
83450,Internet Content & Software,Media & Content,0,0,0,  $-   ,  $-   ,N
83549,Internet Content & Software,Media & Content,2.3,8.035387,30,3679645.93,33247024.19,Y
83590,Finance,Finance,0,0.647071,50,3679645.93,6060639.68,Y
83705,Manufacturing,Energy & Manufacturing,0,0.044088,31000,11061541323,11549225825,N
83740,Internet Content & Software,Media & Content,0,0,0,  $-   ,  $-   ,0
83874,State/Local Government,Government,0,0,390,  $-   ,  $-   ,N
84154,Consulting / Other Professional Services,Professional Services,0,0.495596,54,12250031.48,18321092.43,N
84188,Consulting / Other Professional Services,Professional Services,0,0.086793,3300,1632930929,1774657749,N
84333,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,640715.72,N
84540,Finance,Finance,0,0.025641,4,512522.11,525663.7,Y
84580,Federal Government,Government,0,0,8,604513.26,604513.26,Y
84804,Utilities,Energy & Manufacturing,1.162011,0.230762,716,503927509.8,620214834.4,N
84892,Retail,Other Enterprise,0,-0.49251,240,26546017.05,13471831.62,N
85019,Consulting / Other Professional Services,Professional Services,0,0,99,  $-   ,  $-   ,N
85231,VOIP/VSP,Telecommunications,0,0,0,  $-   ,157185.27,N
85354,Finance,Finance,0.014778,0.083814,10150,5894565427,6388613088,N
85505,Internet Content & Software,Media & Content,0,0.014925,8,880486.7,893628.3,Y
85518,Cloud Service Provider,Data Center & Cloud Services,0,0.812409,15,2234070.74,4049050.84,Y
85814,Utilities,Energy & Manufacturing,0,0.093048,2311,2457477816,2686141527,N
85883,State/Local Government,Government,0,0,620,  $-   ,  $-   ,N
86058,Regional Carrier/ISP,Telecommunications,0,0,2,131415.93,131415.93,Y
86168,Retail,Other Enterprise,0,0,0,  $-   ,946194.67,Y
86328,Manufacturing,Energy & Manufacturing,0,0,0,  $-   ,  $-   ,N
86379,Media,Media & Content,0,1.783353,152,33379645.2,92907344.55,N
86513,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,  $-   ,N
86707,Consulting / Other Professional Services,Professional Services,0,-0.021277,6,617654.85,604513.26,Y
86777,Higher Education,Research & Education,0,-0.011959,1200,  $-   ,487814603.2,N
86980,Legal,Professional Services,0,2.183963,350,22472123.35,71550419.38,N
87219,Media,Media & Content,0,0.053203,2200,3325886083,3502833685,N
87361,Internet Content & Software,Media & Content,0,0.052632,3,249690.26,262831.85,Y
87381,Finance,Finance,0,-0.021795,165,29305751.5,28667043.81,N
87427,Real Estate / Construction,Other Enterprise,0,8.035386,300,34825220.39,314659304.8,Y
87495,Finance,Finance,0,0.641304,75,9987610.38,16392709.59,Y
87535,Higher Education,Research & Education,0,0,0,  $-   ,  $-   ,N
87619,Reseller,Telecommunications,1.195122,-0.567965,82,12615928.9,5450521.53,N
87634,Colo/Hosting,Data Center & Cloud Services,0,0.181818,2,144557.52,170840.7,Y
87724,Consulting / Other Professional Services,Professional Services,0,0,25,7737857.77,7737857.77,Y
87761,Engineering,Professional Services,0,0.916665,900,116040262.7,222410252.9,N
87892,K-12 Education,Research & Education,0,0.178384,175,25805573.73,30408877.81,N
87962,Finance,Finance,0,0,5,394247.78,394247.78,Y
88115,Colo/Hosting,Data Center & Cloud Services,0,0,8,2628318.52,2628318.52,Y
88176,Consulting / Other Professional Services,Professional Services,0,0,8,1169601.74,1169601.74,Y
88625,Consulting / Other Professional Services,Professional Services,0,0.024268,150,20500884.46,20998404.13,N
88726,Consulting / Other Professional Services,Professional Services,0,0,15,2234070.74,2234070.74,Y
89020,Consulting / Other Professional Services,Professional Services,0,-0.391036,50,8542035.19,5201790.6,Y
89194,Finance,Finance,0,0.025641,10,1025044.22,1051327.41,Y
89553,Colo/Hosting,Data Center & Cloud Services,0,0,5,735929.19,735929.19,Y
89692,Oil & Gas,Energy & Manufacturing,0,0,0,  $-   ,  $-   ,0
89926,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,  $-   ,N
90226,Consulting / Other Professional Services,Professional Services,0,-0.029412,3,446814.15,433672.56,Y
90227,Internet Content & Software,Media & Content,0,0.888806,110,27728760.39,52374236.37,N
90229,Reseller,Telecommunications,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90274,Regional Carrier/ISP,Telecommunications,0,0,0,  $-   ,711033.75,N
90328,Consulting / Other Professional Services,Professional Services,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90401,Cloud Service Provider,Data Center & Cloud Services,0,0,0,  $-   ,  $-   ,N
90410,Engineering,Professional Services,0,0.042572,1,51517036.57,53710206.73,N
90517,Manufacturing,Energy & Manufacturing,0,0,0,  $-   ,21026548160,N
90659,,,0,0,18,1314159.26,1314159.26,Y
90834,Retail,Other Enterprise,0,0,0,  $-   ,60451.33,Y
91174,Consulting / Other Professional Services,Professional Services,3.333333,2.418413,3,210265.48,718774.15,N
91196,Finance,Finance,0,0.020619,15,1274734.48,1301017.67,Y
91397,,,0,12.701054,300,20895132.23,286285333,Y
91480,Consulting / Other Professional Services,Professional Services,0,0,2,157699.11,157699.11,Y
91520,State/Local Government,Government,0,0,0,  $-   ,  $-   ,N
91615,Oil & Gas,Energy & Manufacturing,0,0,1,144557.52,144557.52,Y
91838,Regional Carrier/ISP,Telecommunications,0,0,8,1314157.95,1314157.95,Y
91949,PTT,Telecommunications,0,1.373116,40,2365486.67,5613573.21,N
92157,Healthcare,Healthcare,0,0.012742,4500,127736280.1,129363918.9,N
92288,Media,Media & Content,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92307,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,636329.06,N
92371,Internet Content & Software,Media & Content,0,-0.292205,349,210437636.5,148946810.5,N
92534,Consulting / Other Professional Services,Professional Services,0,0.066667,2,197123.89,210265.48,Y
93033,Internet Content & Software,Media & Content,0,0,0,  $-   ,  $-   ,0
93325,Finance,Finance,0,2.062889,450,48229644.84,147722056.2,N
93392,Reseller,Telecommunications,0,-0.288225,72,9593362.6,6828318.95,N
93416,Consulting / Other Professional Services,Professional Services,0,-0.44,25,3285398.15,1839822.96,Y
93566,Manufacturing,Energy & Manufacturing,0,0,68,  $-   ,65571553.27,Y
93621,Higher Education,Research & Education,0,0,0,  $-   ,  $-   ,N
93699,Colo/Hosting,Data Center & Cloud Services,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
